gauge_id;for_pc_use;cly_pc_uav;slt_pc_uav;snd_pc_uav
14141500;59.35679918;7.716383893;24.33628766;27.30412762
14154500;75.85607196;11.61062326;28.63953737;37.92803598
14158790;67.27346179;7.156751254;28.62700502;35.78375627
14166500;65.50017081;12.37225449;26.927848;32.75008541
14182500;92.54386956;13.88158043;39.79386391;39.79386391
14185000;89.55101414;11.64163184;36.7159158;41.1934665
14185900;84.69980732;9.316978805;35.57391907;39.80890944
14187000;79.78444111;15.15904381;34.30730968;30.31808762
14216500;92.81036077;8.981647816;48.90008256;41.91435648
14222500;70.23133923;14.82661606;36.67636604;26.53183926
14236200;90.22225264;17.31538182;40.09877895;34.63076364
14301000;90.41182441;14.61201203;41.09628382;35.61677931
14303200;5.875813476;0.940130156;2.761632334;2.174050986
14305500;80.3595674;13.25518638;38.10866083;31.48106764
14306340;9.753191741;1.365446844;4.193872448;4.193872448
14306500;85.92069355;12.15040111;38.18697491;36.45120332
14308990;59.97227016;9.595563226;20.99029456;29.98613508
14309500;96.33460523;15.41353684;35.64380393;45.27726446
14316700;99.95635441;12.99432607;36.98385113;49.9781772
14325000;89.06583927;14.54136151;32.71806341;43.62408454
14362250;87.16572895;13.94651663;29.63634784;44.45452177
14400000;77.93785507;13.24943536;28.05762782;36.63079188
01031500;97.21904113;8.928279288;34.72108612;56.54576882
01047000;97.2979986;7.862464533;33.41547427;57.00286787
01195100;10.34761802;0.620857081;2.897333045;6.725951713
01350000;63.59538311;12.42668406;29.2392566;31.43220085
01423000;56.13045531;14.03261383;33.01791489;35.49425851
06280300;64.61348386;10.93458958;36.77998312;51.69078709
06632400;42.29109319;8.836944846;20.19873108;34.08535869
09210500;45.20009688;11.75202519;31.64006781;47.00810075
